cv_cycle,split,method,SMILES,Name,Sol,Sol_prob,Sol_pred
0,random,chemprop_st,Cc1nc(C)c2c(C)c(C(=O)N(C)Cc3ccc(C)o3)sc2n1,Mol789,1,0.9145128846168518,1
0,random,chemprop_st,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,Mol1852,1,0.5625413745641709,1
0,random,chemprop_st,Cc1c(C)n(Cc2ccccc2)c2ncnc(N)c12,Mol1018,1,0.6441523492336273,1
0,random,chemprop_st,COc1ccc(-n2cc3c(c2-c2ccccc2Br)c(=O)n(C)c(=O)n3C)cc1,Mol223,0,0.2334533542394638,0
0,random,chemprop_st,Cc1nc(Cn2ncc3ccccc3c2=O)cs1,Mol488,1,0.6807340919971466,1
0,random,chemprop_st,Cn1cc(-c2ccnc(/C=C/c3ccc(F)cc3Br)n2)cn1,Mol3196,0,0.2145459949970245,0
0,random,chemprop_st,COc1cc(/C=C/c2nccc(C#N)n2)ccc1F,Mol3274,0,0.237439115345478,0
0,random,chemprop_st,O=c1c(=O)n(-c2ccc(F)c(F)c2)ccn1Cc1ccccc1Cl,Mol3249,0,0.2118366837501525,0
0,random,chemprop_st,CO[C@@H](C(=O)Nc1cc2c(C)cc(=O)oc2cc1C)c1ccccc1,Mol750,1,0.3362475365400314,0
0,random,chemprop_st,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,Mol1298,0,0.4349587440490722,0
0,random,chemprop_st,CC1(c2nnc(-c3cc(-c4ccccc4)n[nH]3)o2)CCOCC1,Mol822,0,0.1317794248461723,0
0,random,chemprop_st,O=C(C1CCCN(c2ccccn2)C1)N1CCc2ccccc2C1,Mol1772,1,0.6664652407169342,1
0,random,chemprop_st,CCc1oc2c(-n3cnnc3)cccc2c1C,Mol1456,0,0.4189275026321411,0
0,random,chemprop_st,O=C(Nc1ccc2sccc2c1)N1CCCN(C(=O)Oc2ccccc2)CC1,Mol1560,0,0.583484810590744,1
0,random,chemprop_st,CCN(C(=O)N1CCC(OC2CCOCC2)CC1)C(C)C,Mol1469,1,0.953336191177368,1
0,random,chemprop_st,CCOc1ccccc1CNCCc1c[nH]c2ccccc12,Mol1108,1,0.6785179078578949,1
0,random,chemprop_st,COc1ccc(-c2c(C)n[nH]c2C)cn1,Mol497,0,0.6302494913339615,1
0,random,chemprop_st,CO[C@H]1CC[C@@H](C(=O)c2ccc3nc4c(cc3c2)CCCO4)CC1,Mol1186,1,0.3008065924048423,0
0,random,chemprop_st,Cc1noc2ncc(C(=O)Nc3nc(C4CC4)cs3)cc12,Mol1073,0,0.2684489503502846,0
0,random,chemprop_st,C[C@H](C(=O)Nc1nc2ccccc2[nH]1)N1Cc2ccccc2C1=O,Mol1848,0,0.3594323694705963,0
0,random,chemprop_st,Cc1nc(O)cc(C2CN(C3CCCCC3)C2)n1,Mol870,1,0.959141755104065,1
0,random,chemprop_st,Cc1cccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,Mol260,0,0.3564309537410736,0
0,random,chemprop_st,O=C(Cc1ccc2ccccc2c1)NCCc1nc2ccccc2[nH]1,Mol1117,0,0.4148595362901687,0
0,random,chemprop_st,COc1ccccc1C(=O)NCc1nc(C)cc(N2CCCCC2)n1,Mol257,1,0.8442124664783478,1
0,random,chemprop_st,CN(CC(=O)Nc1ccncc1)C1CCCC1,Mol990,1,0.953067934513092,1
0,random,chemprop_st,c1cnc(NCCc2cccc3cccnc23)nc1,Mol1643,1,0.751130360364914,1
0,random,chemprop_st,CC1(c2ccn[nH]2)CCN(Cc2ccco2)CC1,Mol337,0,0.8066142857074737,1
0,random,chemprop_st,Cc1cc(C)c(CC(=O)N2CC(CO)C2)c(C)c1,Mol851,1,0.9144018828868866,1
0,random,chemprop_st,CC1(c2nnc(-c3ccc4c(c3)OCCO4)o2)CCOCC1,Mol1600,1,0.2209353610873222,0
0,random,chemprop_st,Cc1noc(C(C)C)c1C(=O)Nc1ccccn1,Mol1338,1,0.8358271300792695,1
0,random,chemprop_st,CC1(C)COCCN1Cc1cnn(-c2ccccc2)n1,Mol989,0,0.4643745690584183,0
0,random,chemprop_st,Cc1nnc(NCC(=O)N2CCc3sccc3C2)c(C#N)c1C,Mol226,1,0.7676812469959259,1
0,random,chemprop_st,N#Cc1c(O)c(Cl)c(Cl)c(C#N)c1Cl,Mol3432,1,0.0419150782749056,0
0,random,chemprop_st,CN(c1ccccc1)S(=O)(=O)c1csc(C(=O)Nc2ccc(C(=O)O)cc2)c1,Mol3289,1,0.3591408133506775,0
0,random,chemprop_st,O=C(NCc1ccc(-n2cncn2)nc1)c1csc2c1CCCC2,Mol345,0,0.805428558588028,1
0,random,chemprop_st,Nc1nc2ccccc2n1CCCc1ccccc1,Mol458,1,0.3304734021425247,0
0,random,chemprop_st,O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,Mol315,1,0.8402209043502807,1
0,random,chemprop_st,O=C(c1ccco1)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,Mol3381,1,0.8570395886898041,1
0,random,chemprop_st,Cc1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2,Mol490,1,0.885107284784317,1
0,random,chemprop_st,N#CN1CCC[C@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,Mol164,0,0.5016788125038147,1
0,random,chemprop_st,COc1cccc(CN(C)c2ncnc3c2CN(C)CC3)c1,Mol1446,1,0.8508334517478943,1
0,random,chemprop_st,Cc1n[nH]c(C)c1Cc1ccc(NCCC(C)C)cc1,Mol1012,0,0.5350069493055344,1
0,random,chemprop_st,COc1cc2c(cc1NC(C)=O)oc1ccccc12,Mol1336,1,0.3103196159005165,0
0,random,chemprop_st,Cc1ccc2nc(C)c(-c3nc(C)nn3CCO)cc2c1,Mol662,0,0.5623799473047256,1
0,random,chemprop_st,CCOc1ccc(Nc2ncccc2C#N)cc1,Mol1629,0,0.2524161756038666,0
0,random,chemprop_st,O=C(CN1CCc2ccccc21)N1CCC(c2nc3ccccc3[nH]2)CC1,Mol901,1,0.4957977175712585,0
0,random,chemprop_st,Fc1ccc2[nH]c(CO[C@H]3CN(Cc4ccccc4)C[C@H]3F)nc2c1,Mol525,1,0.61627117395401,1
0,random,chemprop_st,CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,Mol536,1,0.8571712374687195,1
0,random,chemprop_st,Cc1ccccc1CC(=O)N1CCN(C(=O)c2ccccc2)CC1,Mol765,1,0.8387514889240265,1
0,random,chemprop_st,N#CC1(NC(=O)CN2CCOCC2)CCCCCC1,Mol1211,1,0.9409535109996796,1
0,random,chemprop_st,NC(=O)C1CCN(C(=O)CCc2ccc(Cl)cc2)CC1,Mol986,1,0.9096362233161926,1
0,random,chemprop_st,CN(C(=O)CNC(=O)c1ccccc1OCC(=O)Nc1ccc(Br)cc1)c1ccccc1,Mol3185,0,0.6373674035072326,1
0,random,chemprop_st,O=C(NCC1CC1)c1cncn1-c1ccc(F)cc1,Mol1233,1,0.7474463641643524,1
0,random,chemprop_st,CC(C)(C)OC(=O)NCc1ccc(C(=N)NC(=O)OCc2ccccc2)cc1,Mol1431,0,0.6385651051998138,1
0,random,chemprop_st,Cc1cnn(CC2CC2)c1NC(=O)/C=C/c1ccccc1,Mol943,1,0.2312477000057697,0
0,random,chemprop_st,O=C(COc1ccc2oc3c(c2c1)CCCC3)N1CCOCC1,Mol1745,1,0.5287385046482086,1
0,random,chemprop_st,CC(=O)c1c(C)n(S(=O)(=O)c2ccc(C)cc2)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc12,Mol3311,0,0.1036630909889936,0
0,random,chemprop_st,Clc1cccc(Nc2ncnc3[nH]ncc23)c1Cl,Mol3337,0,0.0793341178447008,0
0,random,chemprop_st,O=C(Nc1nc2ccccc2[nH]1)c1cccnc1,Mol3452,0,0.4053612232208252,0
0,random,chemprop_st,CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,Mol215,1,0.9213167130947112,1
0,random,chemprop_st,Cc1ccc(CNC/C=C/c2ccccc2)cn1,Mol333,1,0.8107784807682037,1
0,random,chemprop_st,Cc1nc(C(=O)NC2CC2)ccc1C#N,Mol3388,1,0.855388206243515,1
0,random,chemprop_st,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,Mol484,0,0.3664727717638015,0
0,random,chemprop_st,c1cnc(N2CC(c3nc4ccccc4[nH]3)C2)nc1,Mol1523,1,0.4205562084913253,0
0,random,chemprop_st,CC1CCN(CC(=O)Nc2nc(-c3c[nH]c4ccccc34)cs2)CC1,Mol970,0,0.3897905930876731,0
0,random,chemprop_st,CN(C)Cc1ccc(-c2ccccc2C(=O)O)cc1,Mol1676,1,0.8279716670513153,1
0,random,chemprop_st,c1ccc(CNc2nn3nnnc3c3ccccc23)cc1,Mol3227,0,0.0496320201084017,0
0,random,chemprop_st,CCOCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,Mol483,1,0.7430916249752044,1
0,random,chemprop_st,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,Mol3275,0,0.4919446676969528,0
0,random,chemprop_st,CC(C)NS(=O)(=O)c1ccc2c(c1)oc(=O)c1cc(S(=O)(=O)NC(C)C)ccc12,Mol3466,0,0.429329925775528,0
0,random,chemprop_st,COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2-c2nccs2)nc1OC,Mol1242,0,0.7440595507621766,1
0,random,chemprop_st,c1ccc(-c2noc(NCC3CCC3)n2)cc1,Mol716,1,0.1816204525530338,0
0,random,chemprop_st,Cc1ccccc1OCCCNc1cc(Cn2c(C)nc3ccccc32)nc(N)n1,Mol264,0,0.5474638432264328,1
0,random,chemprop_st,CNC(=O)CCc1nc(-c2ccccn2)no1,Mol1340,1,0.8858955204486847,1
0,random,chemprop_st,O=C(CC1CCCC1)NCc1ccncc1,Mol3302,1,0.9607866644859314,1
0,random,chemprop_st,O=C1N=C2C=CC=CN2C12Cc1ccccc1C2,Mol1009,1,0.0465117409825325,0
0,random,chemprop_st,O=C(O)c1nc(-c2ccccc2)oc1-c1ccccc1,Mol919,1,0.4674589604139328,0
0,random,chemprop_st,CCc1csc(NC(=O)c2ccc3c(c2)nc(C)n3C)n1,Mol1674,1,0.4219283044338226,0
0,random,chemprop_st,CN(C)C1CN(c2nc(-c3cnccn3)nc3sc4c(c23)CCCC4)C1,Mol1310,1,0.4366174072027206,0
0,random,chemprop_st,Brc1cnc2ccccc2c1,Mol3273,0,0.2215682446956634,0
0,random,chemprop_st,CCC(=O)N(C)c1ccccc1C(=O)O,Mol1198,1,0.9834023237228392,1
0,random,chemprop_st,CS(=O)(=O)N1CCc2cc(C(=O)NCCOc3ccc4ccccc4c3)ccc21,Mol3188,0,0.3875997960567474,0
0,random,chemprop_st,Cc1ccc(-c2nc(CN3CCOCC3)n(Cc3ccc(F)cc3)n2)o1,Mol835,0,0.425390288233757,0
0,random,chemprop_st,CN(C)S(=O)(=O)Nc1ccc(-n2ncc3ccccc32)cc1,Mol1091,1,0.3709462255239487,0
0,random,chemprop_st,CO[C@H]1COCCN(C(=O)c2cccnc2)C1,Mol894,1,0.967961174249649,1
0,random,chemprop_st,CCN1CCc2ncnc(N(C)Cc3ccc4c(c3)OCCO4)c2C1,Mol1422,1,0.7744717836380005,1
0,random,chemprop_st,COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,Mol288,0,0.3310778096318245,0
0,random,chemprop_st,Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,Mol630,1,0.9569230735301972,1
0,random,chemprop_st,O=C(Nc1nccs1)c1c2c(nc3ccccc13)CCC2,Mol752,0,0.2979135110974312,0
0,random,chemprop_st,COc1ccc(-c2ccc(CNc3ccc(CN4CCC(C)CC4)cc3)cc2)cc1,Mol1787,0,0.259122122824192,0
0,random,chemprop_st,O=C(CCn1cc(Br)cn1)Nc1nc2ccccc2n1CCN1CCOCC1,Mol3450,0,0.7405721485614777,1
0,random,chemprop_st,CCCn1ncc2[nH]c(-c3cc(Cn4cncn4)c(C)cc3C)nc21,Mol780,1,0.461699566245079,0
0,random,chemprop_st,COc1ccc(-c2nn3c(-c4ccco4)nnc3c3ccccc23)cc1,Mol3117,0,0.0571657514199614,0
0,random,chemprop_st,CN1CC(=O)N(CCCC(=O)Nc2cccc(C#Cc3cccs3)c2)C1=O,Mol1101,1,0.745612895488739,1
0,random,chemprop_st,COc1cc(CNCCN2CCOCC2)cc(Cl)c1OCc1ccccc1,Mol1109,1,0.7490792453289032,1
0,random,chemprop_st,c1ccc(-n2ncc3c(-n4ccnc4)ncnc32)cc1,Mol1364,0,0.4872220098972321,0
0,random,chemprop_st,CCONC(=O)c1cnn(-c2cccc(Cl)c2)c1,Mol1775,1,0.4042996525764465,0
0,random,chemprop_st,Cc1ccc(-c2noc(CCC(=O)N3CCCC3(C)C)n2)cc1F,Mol1387,1,0.5222992271184921,1
0,random,chemprop_st,N=C1/C(=C\c2ccco2)C(=O)N=C2Sc3ccccc3N12,Mol3338,0,0.0305165441706776,0
0,random,chemprop_st,Cc1nc(O)cc(C2CCN(c3cnccn3)CC2)n1,Mol496,1,0.966356486082077,1
0,random,chemprop_st,CCCc1nc2nc(C)c(NS(=O)(=O)c3ccc(C4CCCCC4)cc3)c(O)n2n1,Mol3067,1,0.2726375415921211,0
0,random,chemprop_st,C#CCNC(=O)CN1CCCN(C(=O)c2cccc(C)n2)CC1,Mol193,1,0.9853785037994384,1
0,random,chemprop_st,Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1,Mol423,1,0.7891967475414277,1
0,random,chemprop_st,O=C(NC1CCCCC1)N1CCc2nc3ccccn3c(=O)c2C1,Mol1692,1,0.7214977025985718,1
0,random,chemprop_st,O=C(CN1CCC(c2ccccc2)CC1)N1CCNC1=O,Mol1210,1,0.9233420133590698,1
0,random,chemprop_st,Cc1nc(CN(C)C(=O)C2c3ccccc3-c3ccccc32)no1,Mol1597,1,0.6799176871776581,1
0,random,chemprop_st,Cc1cc(C)cc(C(=O)NCCCNc2ncccn2)c1,Mol3493,1,0.8864600718021393,1
0,random,chemprop_st,O=C(NCC1CCC1)c1ccc(-n2ccnc2)nn1,Mol821,1,0.8024505317211151,1
0,random,chemprop_st,CCCN1CCCN(c2ncccc2C#N)CC1,Mol1105,1,0.832611906528473,1
0,random,chemprop_st,CC(=O)Nc1nc(-c2c(C)cc(C)cc2C)cs1,Mol1483,0,0.2875036932528019,0
0,random,chemprop_st,O=C(Nc1cccc(Cl)c1F)c1cccc(N2CCCC2=O)c1,Mol1810,0,0.2098706200718879,0
0,random,chemprop_st,CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1,Mol85,0,0.1407751709222793,0
0,random,chemprop_st,CN(C)[C@@H]1CN(C(=O)COc2ccccc2)C[C@H]1O,Mol1823,1,0.9841024339199066,1
0,random,chemprop_st,Cc1nn(C)c(C)c1NC(=O)CN1CCN(c2nccs2)CC1,Mol575,1,0.9481041967868804,1
0,random,chemprop_st,Cn1ccc(NC(=O)c2cc(-c3ccncc3)nc3ccccc23)n1,Mol1744,0,0.4202140718698501,0
0,random,chemprop_st,O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cnc(Cl)c(Cl)c1,Mol144,0,0.0534337943419814,0
0,random,chemprop_st,O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,Mol452,0,0.0958083968609571,0
0,random,chemprop_st,Cc1cc(C(=O)N(C)Cc2ccsc2)no1,Mol600,1,0.9030988156795502,1
0,random,chemprop_st,O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1,Mol593,0,0.4025079995393753,0
0,random,chemprop_st,COc1ccc(CC(=O)N2CCc3[nH]c4ccc(Cl)cc4c3C2)cc1OC,Mol1554,0,0.2875760599970817,0
0,random,chemprop_st,CN(Cc1ccc(N)nc1)c1ncccn1,Mol1484,1,0.9320365607738494,1
0,random,chemprop_st,O=c1[nH]c2cc3ccccc3c(=O)n2c2sc3c(c12)CCCC3,Mol3285,0,0.0823867462575435,0
0,random,chemprop_st,CC(=O)Nc1ccc2nc(C)cc(O)c2c1,Mol212,1,0.7979323923587799,1
0,random,chemprop_st,CCc1cc(CN(C)c2nccc(-c3ccc(C)nc3C)n2)on1,Mol1234,1,0.6183929532766342,1
0,random,chemprop_st,CC1CC1C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,Mol1704,1,0.7547260999679566,1
0,random,chemprop_st,c1ccc(-c2ccc(Cn3ccnc3-c3cc4n(n3)CCCNC4)cc2)cc1,Mol1746,0,0.4317015141248703,0
0,random,chemprop_st,Cc1ccnc(Oc2cc(N)ccc2C)c1,Mol1349,1,0.599021190404892,1
0,random,chemprop_st,Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,Mol166,0,0.198873096704483,0
0,random,chemprop_st,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,Mol35,1,0.4684723079204559,0
0,random,chemprop_st,O=C(COc1ccc(F)cc1F)N1CCNC1=O,Mol3463,1,0.8721577107906342,1
0,random,chemprop_st,CCc1nnc(NC(=O)Cc2c(C)noc2C)s1,Mol742,1,0.6911381959915162,1
0,random,chemprop_st,Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,Mol724,1,0.941885221004486,1
0,random,chemprop_st,N#CCCN(C(=O)c1sccc1C#N)C12CC3CC(CC(C3)C1)C2,Mol953,0,0.6178692251443862,1
0,random,chemprop_st,Cc1cc(C(=O)NCC2CC2)n2nccc2n1,Mol1605,1,0.8121318340301513,1
0,random,chemprop_st,O=C(O)CCC(=O)Nc1ccccc1-c1nc2ccccc2[nH]c1=O,Mol1324,1,0.7097391963005066,1
0,random,chemprop_st,COc1ccc(CN2CCc3nc(-c4cccnc4)nc(O)c3C2)c(C)c1C,Mol1230,0,0.7452275216579437,1
0,random,chemprop_st,O=C(Nc1nc2ccccc2[nH]1)C1CC(=O)N(c2cccc(C(F)(F)F)c2)C1,Mol3307,0,0.1891273699700832,0
0,random,chemprop_st,Cc1cccn(Cc2ccccc2F)c1=O,Mol952,1,0.5730322629213334,1
0,random,chemprop_st,Cc1cccc(OCC(=O)Nc2ccn(C)n2)c1,Mol1665,1,0.4639772742986679,0
0,random,chemprop_st,O=C(CN1CCCc2ccc(F)cc21)N1CCNC1=O,Mol1341,1,0.8102363765239715,1
0,random,chemprop_st,O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,Mol58,1,0.7138780534267426,1
0,random,chemprop_st,Cc1ccc(C)n1-c1ccc(CNS(C)(=O)=O)cc1,Mol3418,0,0.8828773379325867,1
0,random,chemprop_st,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,Mol642,0,0.2859426856040954,0
0,random,chemprop_st,CN(Cc1cnccn1)C(=O)c1cc(-c2ccc(F)cc2)on1,Mol3461,0,0.8481657147407532,1
0,random,chemprop_st,O=C(O)c1cc2cc(O)c(O)cc2c(C(=O)c2ccc(O)c(O)c2)n1,Mol1633,1,0.9351194083690644,1
0,random,chemprop_st,Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C(F)(F)F)ccc43)CC2)cc1,Mol1690,0,0.3153205394744873,0
0,random,chemprop_st,N#Cc1cnn(-c2nc(-c3ccc(Br)s3)cs2)c1N,Mol3396,0,0.1315143123269081,0
0,random,chemprop_st,CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,Mol581,0,0.7105199515819549,1
0,random,chemprop_st,O=C1CSc2ccc(C(=O)Nc3cc(C4CC4)n[nH]3)cc2N1,Mol1730,0,0.1568017572164535,0
0,random,chemprop_st,Cc1ccc(OCc2nc3cc(N)ccc3[nH]2)cc1,Mol1714,0,0.220324520021677,0
0,random,chemprop_st,Cc1nc(N2CCc3c(ncn3C)C2)c2c(C)c(C)sc2n1,Mol976,1,0.7539804220199585,1
0,random,chemprop_st,Cc1cc(C)n(-c2cccc(NC(=O)c3ccc(F)c(F)c3)c2)n1,Mol1326,0,0.2188397094607353,0
0,random,chemprop_st,Cn1cc(-c2nc(C(=O)Nc3cccnc3-n3cncn3)cs2)cn1,Mol3445,0,0.6430557876825332,1
0,random,chemprop_st,CCN(C/C=C/c1ccc(F)cc1)Cc1nc(COC)no1,Mol211,1,0.5049740701913834,1
0,random,chemprop_st,CN1CCC(NS(=O)(=O)C2CN(C(=O)c3cccc(Cl)c3)C2)CC1,Mol757,1,0.9078628242015838,1
0,random,chemprop_st,CN(Cc1nnc(C2CC2)n1C)C(=O)C1C2CC3CC(C2)CC1C3,Mol806,1,0.78603395819664,1
0,random,chemprop_st,Cc1cc(C(=O)NCCc2ccccn2)c(C)s1,Mol857,1,0.9543944656848908,1
0,random,chemprop_st,COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2,Mol395,0,0.3706194385886192,0
0,random,chemprop_st,COC(=O)[C@@H]1C[C@H](O)CN1CCc1ccccc1F,Mol1622,1,0.973674339056015,1
0,random,chemprop_st,CCn1c(COC(=O)c2ccc(C)s2)nc2cc(S(=O)(=O)N3CCCCC3)ccc21,Mol1711,0,0.3615579947829246,0
0,random,chemprop_st,N#Cc1ncn(Cc2ncc(-c3ccccc3)s2)c1C#N,Mol3281,1,0.4668232172727585,0
0,random,chemprop_st,O=C(NCc1ccc(F)cc1)C1CCN(C(=O)/C=C/c2ccccc2)CC1,Mol905,0,0.5513803213834763,1
0,random,chemprop_st,Cc1nnc(N2CCC(CNc3ccc(C#N)cn3)C2)c(C#N)c1C,Mol3390,0,0.5198971271514893,1
0,random,chemprop_st,O=C(NCc1cccc(O)c1)Nc1ccccc1F,Mol1791,1,0.799137967824936,1
0,random,chemprop_st,Cc1nc(-c2cc(C)on2)n(CCc2ccccc2)n1,Mol886,0,0.4133078694343567,0
0,random,chemprop_st,COc1ccc(-c2ccc(CN(CCN3CCOCC3)Cc3cccnc3)cc2)cc1,Mol1038,1,0.6805822610855102,1
0,random,chemprop_st,CCOc1ccccc1NC(=O)C(=O)NCc1ccccc1F,Mol3395,0,0.6739936649799347,1
0,random,chemprop_st,CN(Cc1ccc(-c2ccc(Br)cc2)o1)C(=O)c1cnn(C)c1,Mol1825,0,0.708983862400055,1
0,random,chemprop_st,CCN(Cc1ccccc1)C(=O)c1cccnc1N,Mol885,1,0.8895455360412597,1
0,random,chemprop_st,CN(C)C(=O)Cn1cc(C(=O)O)ccc1=O,Mol1634,0,0.9945568144321442,1
0,random,chemprop_st,COc1ccc(-n2c(Cn3cnc(C#N)n3)nc3ccccc32)cc1,Mol323,1,0.2616973161697388,0
0,random,chemprop_st,COc1ccc(CNCc2cccc3ccccc23)cc1,Mol726,1,0.4942191153764724,0
0,random,chemprop_st,Cn1cc(NC(=O)c2csc(Cc3ccccc3)n2)cn1,Mol1710,1,0.6273658692836761,1
0,random,chemprop_st,CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,Mol645,1,0.8638781845569611,1
0,random,chemprop_st,CCCCOc1ccc(C(=O)NCc2cc(C)on2)cc1,Mol310,0,0.6003422111272811,1
0,random,chemprop_st,O=C(Nc1ccccc1-n1ccnc1)c1ccc(F)cc1,Mol908,1,0.4676802337169647,0
0,random,chemprop_st,Cc1cc(Nc2ccc3c(c2)oc(=O)n3C)nc(C2CC2)n1,Mol341,0,0.3582603514194488,0
0,random,chemprop_st,O=C(COc1ccc2ccc(=O)oc2c1)Nc1cccc(COCc2ccco2)c1,Mol1739,0,0.27820685505867,0
0,random,chemprop_st,Cc1nc2cc(NC(=O)CCc3c(C)noc3C)ccc2o1,Mol1123,1,0.7444087862968445,1
0,random,chemprop_st,Fc1ccc(F)c2c(NCc3ccc(N4CCOCC4)nc3)ccnc12,Mol1107,1,0.4668586790561676,0
